
neutral,22/04/23 17:29:35
happy,22/04/23 17:29:35
sad,22/04/23 17:29:35
fear,22/04/23 17:29:36
fear,22/04/23 17:29:36
happy,22/04/23 17:29:36
happy,22/04/23 17:29:36
happy,22/04/23 17:29:36
,22/04/23 17:29:36
,22/04/23 17:29:36
sad,22/04/23 17:29:36
happy,22/04/23 17:29:36
sad,22/04/23 17:29:36
happy,22/04/23 17:29:36
neutral,22/04/23 17:29:37
neutral,22/04/23 17:29:37
neutral,22/04/23 17:29:37
happy,22/04/23 17:29:37
happy,22/04/23 17:29:37
neutral,22/04/23 17:29:37
happy,22/04/23 17:29:37
neutral,22/04/23 17:29:37
neutral,22/04/23 17:29:37
neutral,22/04/23 17:29:37
neutral,22/04/23 17:29:38
neutral,22/04/23 17:29:38
sad,22/04/23 17:29:38
happy,22/04/23 17:29:38
happy,22/04/23 17:29:38
happy,22/04/23 17:29:38
sad,22/04/23 17:29:38
neutral,22/04/23 17:29:38
neutral,22/04/23 17:29:38
neutral,22/04/23 17:29:38
neutral,22/04/23 17:29:38
happy,22/04/23 17:29:39
neutral,22/04/23 17:29:39
happy,22/04/23 17:29:39
sad,22/04/23 17:29:39
neutral,22/04/23 17:29:39
happy,22/04/23 17:29:39
neutral,22/04/23 17:29:39
happy,22/04/23 17:29:39
happy,22/04/23 17:29:39
neutral,22/04/23 17:29:39
neutral,22/04/23 17:29:39
happy,22/04/23 17:29:40
neutral,22/04/23 17:29:40
happy,22/04/23 17:29:40
happy,22/04/23 17:29:40
happy,22/04/23 17:29:40
sad,22/04/23 17:29:40
neutral,22/04/23 17:29:40
neutral,22/04/23 17:29:40
neutral,22/04/23 17:29:40
happy,22/04/23 17:29:40
happy,22/04/23 17:29:41
happy,22/04/23 17:29:41
happy,22/04/23 17:29:41
neutral,22/04/23 17:29:41
neutral,22/04/23 17:29:41
neutral,22/04/23 17:29:41
happy,22/04/23 17:29:41
happy,22/04/23 17:29:41
happy,22/04/23 17:29:41
happy,22/04/23 17:29:41
happy,22/04/23 17:29:41
neutral,22/04/23 17:29:42
neutral,22/04/23 17:29:42
sad,22/04/23 17:29:42
sad,22/04/23 17:29:42
happy,22/04/23 17:29:42
happy,22/04/23 17:29:42
happy,22/04/23 17:29:42
sad,22/04/23 17:29:42
neutral,22/04/23 17:29:42
neutral,22/04/23 17:29:42
neutral,22/04/23 17:29:42
happy,22/04/23 17:29:43
neutral,22/04/23 17:29:43
neutral,22/04/23 17:29:43
neutral,22/04/23 17:29:43
neutral,22/04/23 17:29:43
neutral,22/04/23 17:29:43
neutral,22/04/23 17:29:43
neutral,22/04/23 17:29:43
happy,22/04/23 17:29:43
neutral,22/04/23 17:29:44
neutral,22/04/23 17:29:44
neutral,22/04/23 17:29:44
happy,22/04/23 17:29:44
neutral,22/04/23 17:29:44
neutral,22/04/23 17:29:44
,22/04/23 17:29:44
,22/04/23 17:29:44
,22/04/23 17:29:44
,22/04/23 17:29:44
,22/04/23 17:29:44
,22/04/23 17:29:44
,22/04/23 17:29:44
,22/04/23 17:29:44
,22/04/23 17:29:44
,22/04/23 17:29:44
,22/04/23 17:29:45
,22/04/23 17:29:45
,22/04/23 17:29:45
,22/04/23 17:29:45
,22/04/23 17:29:45
,22/04/23 17:29:45
,22/04/23 17:29:45
,22/04/23 17:29:45
,22/04/23 17:29:45
,22/04/23 17:29:45
,22/04/23 17:29:45
,22/04/23 17:29:45
neutral,22/04/23 17:29:45
,22/04/23 17:29:45
,22/04/23 17:29:45
,22/04/23 17:29:45
,22/04/23 17:29:45
,22/04/23 17:29:45
neutral,22/04/23 17:29:45
neutral,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:46
,22/04/23 17:29:47
neutral,22/04/23 17:29:47
sad,22/04/23 17:29:47
,22/04/23 17:29:47
neutral,22/04/23 17:29:47
neutral,22/04/23 17:29:47
neutral,22/04/23 17:29:47
neutral,22/04/23 17:29:47
neutral,22/04/23 17:29:47
neutral,22/04/23 17:29:47
neutral,22/04/23 17:29:47
happy,22/04/23 17:29:47
neutral,22/04/23 17:29:48
neutral,22/04/23 17:29:48
neutral,22/04/23 17:29:48
neutral,22/04/23 17:29:48
neutral,22/04/23 17:29:48
neutral,22/04/23 17:29:48
sad,22/04/23 17:29:48
neutral,22/04/23 17:29:48
sad,22/04/23 17:29:48
happy,22/04/23 17:29:48
neutral,22/04/23 17:29:49
neutral,22/04/23 17:29:49
happy,22/04/23 17:29:49
happy,22/04/23 17:29:49
happy,22/04/23 17:29:49
happy,22/04/23 17:29:49
happy,22/04/23 17:29:49
happy,22/04/23 17:29:49
happy,22/04/23 17:29:49
happy,22/04/23 17:29:49
happy,22/04/23 17:29:49
happy,22/04/23 17:29:50
happy,22/04/23 17:29:50
sad,22/04/23 17:29:50
happy,22/04/23 17:29:50
neutral,22/04/23 17:29:50
happy,22/04/23 17:29:50
sad,22/04/23 17:29:50
happy,22/04/23 17:29:50
sad,22/04/23 17:29:50
happy,22/04/23 17:29:50
neutral,22/04/23 17:29:50
sad,22/04/23 17:29:51
happy,22/04/23 17:29:51
happy,22/04/23 17:29:51
happy,22/04/23 17:29:51
happy,22/04/23 17:29:51
happy,22/04/23 17:29:51
sad,22/04/23 17:29:51
neutral,22/04/23 17:29:51
neutral,22/04/23 17:29:51
neutral,22/04/23 17:29:51
happy,22/04/23 17:29:52
neutral,22/04/23 17:29:52
neutral,22/04/23 17:29:52
neutral,22/04/23 17:29:52
neutral,22/04/23 17:29:52
neutral,22/04/23 17:29:52
neutral,22/04/23 17:29:52
happy,22/04/23 17:29:52
neutral,22/04/23 17:29:52
happy,22/04/23 17:29:52
happy,22/04/23 17:29:52
neutral,22/04/23 17:29:53
neutral,22/04/23 17:29:53
neutral,22/04/23 17:29:53
neutral,22/04/23 17:29:53
neutral,22/04/23 17:29:53
neutral,22/04/23 17:29:53
neutral,22/04/23 17:29:53
neutral,22/04/23 17:29:53
neutral,22/04/23 17:29:53
neutral,22/04/23 17:29:53
neutral,22/04/23 17:29:53
neutral,22/04/23 17:29:53
neutral,22/04/23 17:29:53
happy,22/04/23 17:29:53
happy,22/04/23 17:29:54
happy,22/04/23 17:29:54
neutral,22/04/23 17:29:54
neutral,22/04/23 17:29:54
sad,22/04/23 17:29:54
neutral,22/04/23 17:29:54
sad,22/04/23 17:29:54
sad,22/04/23 17:29:54
neutral,22/04/23 17:29:54
happy,22/04/23 17:29:54
neutral,22/04/23 17:29:55
neutral,22/04/23 17:29:55
sad,22/04/23 17:29:55
neutral,22/04/23 17:29:55
neutral,22/04/23 17:29:55
neutral,22/04/23 17:29:55
sad,22/04/23 17:29:55
happy,22/04/23 17:29:55
sad,22/04/23 17:29:55
fear,22/04/23 17:29:55
happy,22/04/23 17:29:55
happy,22/04/23 17:29:56
happy,22/04/23 17:29:56
happy,22/04/23 17:29:56
happy,22/04/23 17:29:56
neutral,22/04/23 17:29:56
sad,22/04/23 17:29:56
neutral,22/04/23 17:29:56
neutral,22/04/23 17:29:56
neutral,22/04/23 17:29:56
neutral,22/04/23 17:29:56
neutral,22/04/23 17:29:56
neutral,22/04/23 17:29:57
sad,22/04/23 17:29:57
neutral,22/04/23 17:29:57
neutral,22/04/23 17:29:57
neutral,22/04/23 17:29:57
neutral,22/04/23 17:29:57
sad,22/04/23 17:29:57
sad,22/04/23 17:29:57
happy,22/04/23 17:29:57
,22/04/23 17:29:57
happy,22/04/23 17:29:57
sad,22/04/23 17:29:58
sad,22/04/23 17:29:58
happy,22/04/23 17:29:58
happy,22/04/23 17:29:58
happy,22/04/23 17:29:58
happy,22/04/23 17:29:58
sad,22/04/23 17:29:58
happy,22/04/23 17:29:58
,22/04/23 17:29:58
